id,hunt.area,year,group.size,hab.diversity,prop.openness,mgmt.closure,irrigation,dist.road,slope,land.mgmt.descr,yr.wolf,tot.wolf,ave.annual.wolf,wr.density,month,ave.daily.swe,elev
744,121,2011,58,6,82.9,0,0,1.1,9.1,Forest Service,3.6,8.4,2.8,2.1,5,77.3,2128
745,121,2011,5,8,71.1,0,0,1.4,15,Private,3.6,8.4,2.8,2.1,5,77.3,1885
746,59,2011,4,5,97.3,0,0,3.6,12.1,Private,4.7,10.9,3.6,3.1,5,11.2,2324
747,59,2011,3,5,77.5,0,0,3.5,6.2,Private,4.7,10.9,3.6,3.1,5,11.2,2437
748,59,2011,24,5,99,0,0,3.9,10.9,Private,4.7,10.9,3.6,3.1,5,11.2,2321
749,59,2011,10,5,99.4,0,0,3.9,29.3,Private,4.7,10.9,3.6,3.1,5,11.2,2258
750,59,2011,29,3,100,0,0,3.7,4.5,Private,4.7,10.9,3.6,3.1,5,11.2,2166
751,59,2011,8,2,100,0,0,3.8,5.1,Private,4.7,10.9,3.6,3.1,5,11.2,2180
752,59,2011,1,4,93.7,0,0,4,14.7,Private,4.7,10.9,3.6,3.1,5,11.2,2220
753,59,2011,22,6,92.9,0,0,4.1,28,Private,4.7,10.9,3.6,3.1,5,11.2,2284
754,59,2011,12,6,98.4,0,0,3.2,9,Private,4.7,10.9,3.6,3.1,5,11.2,2244
755,59,2011,48,2,100,0,0,2,9.7,Private,4.7,10.9,3.6,3.1,5,11.2,2103
756,59,2011,11,3,99.8,0,0,2.3,8.6,Private,4.7,10.9,3.6,3.1,5,11.2,2205
757,59,2011,6,5,100,0,0,2.2,8.3,Private,4.7,10.9,3.6,3.1,5,11.2,2163
758,59,2011,10,4,99.2,0,0,0.3,10.2,Private,4.7,10.9,3.6,3.1,5,11.2,1935
759,59,2011,23,2,100,0,0,0.4,5.2,Private,4.7,10.9,3.6,3.1,5,11.2,1953
760,59,2011,3,2,100,0,0,0.5,6.3,Private,4.7,10.9,3.6,3.1,5,11.2,2027
761,59,2011,5,3,100,0,0,2.8,12.6,Forest Service,4.7,10.9,3.6,3.1,5,11.2,2168
762,59,2011,2,3,100,0,0,2.7,11.6,Forest Service,4.7,10.9,3.6,3.1,5,11.2,2156
763,59,2011,6,3,100,0,0,2.8,10.8,Forest Service,4.7,10.9,3.6,3.1,5,11.2,2189
764,63,2011,79,7,93.4,0,0,4.1,2.7,Private,5.2,14,4.7,2.9,5,9.4,2082
765,63,2011,9,7,93.5,0,0,3.9,21.9,Private,5.2,14,4.7,2.9,5,9.4,2065
766,63,2011,10,7,94.3,0,0,3.6,17.6,Private,5.2,14,4.7,2.9,5,9.4,2041
767,63,2011,6,7,94.4,0,0,3.5,19.2,Private,5.2,14,4.7,2.9,5,9.4,2040
768,63,2011,7,8,95.2,0,0,3.6,22.7,Private,5.2,14,4.7,2.9,5,9.4,2002
769,63,2011,54,6,94.2,0,0,4.4,11.5,Private,5.2,14,4.7,2.9,5,9.4,2015
770,63,2011,5,7,88.5,0,0,4.3,4.2,Private,5.2,14,4.7,2.9,5,9.4,2093
771,63,2011,12,1,100,0,0,4.8,0.9,Bureau of Land Management,5.2,14,4.7,2.9,5,9.4,1985
772,63,2011,3,3,94.8,0,0,4.9,6.7,Private,5.2,14,4.7,2.9,5,9.4,2024
773,67,2011,7,5,95.5,0,0,1.6,5.1,Bureau of Land Management,17.7,46.1,15.4,7.7,5,25.2,2318
774,67,2011,7,4,98.1,0,0,1.7,1.4,Bureau of Land Management,17.7,46.1,15.4,7.7,5,25.2,2304
775,67,2011,396,3,100,0,0,2.6,0.3,Bureau of Land Management,17.7,46.1,15.4,7.7,5,25.2,2331
776,67,2011,1,8,62.8,0,0,0.4,4.4,Forest Service,17.7,46.1,15.4,7.7,5,25.2,2541
777,67,2011,2,9,57.2,0,0,1.2,3.3,Forest Service,17.7,46.1,15.4,7.7,5,25.2,2454
778,67,2011,14,3,88.2,0,0,2.7,29.5,Private,17.7,46.1,15.4,7.7,5,25.2,2421
779,67,2011,16,4,93.4,0,0,3.3,7.4,Private,17.7,46.1,15.4,7.7,5,25.2,2539
780,67,2011,38,8,95.6,0,0,3.4,4.9,Private,17.7,46.1,15.4,7.7,5,25.2,2280
781,67,2011,4,3,100,0,0,3.1,10.1,Bureau of Land Management,17.7,46.1,15.4,7.7,5,25.2,2421
782,67,2011,3,3,100,0,0,2.9,11.9,Bureau of Land Management,17.7,46.1,15.4,7.7,5,25.2,2359
783,67,2011,10,3,99.9,0,0,4.2,3.9,Bureau of Land Management,17.7,46.1,15.4,7.7,5,25.2,2490
784,67,2011,35,2,100,0,0,4.7,9.8,State,17.7,46.1,15.4,7.7,5,25.2,2550
785,67,2011,141,4,95.9,0,0,4.4,4.7,State,17.7,46.1,15.4,7.7,5,25.2,2522
786,67,2011,4,8,47.3,0,0,2.2,2,Forest Service,17.7,46.1,15.4,7.7,5,25.2,2467
787,67,2011,2,9,67.1,0,0,1.6,11.8,Forest Service,17.7,46.1,15.4,7.7,5,25.2,2470
788,67,2011,1,10,17.1,0,0,2.5,4.2,Forest Service,17.7,46.1,15.4,7.7,5,25.2,2240
789,67,2011,15,2,100,0,0,5.1,4.9,State,17.7,46.1,15.4,7.7,5,25.2,2604
790,67,2011,6,3,99.8,0,0,4.6,5.2,State,17.7,46.1,15.4,7.7,5,25.2,2570
791,67,2011,12,3,99.9,0,0,4.2,6.3,Bureau of Land Management,17.7,46.1,15.4,7.7,5,25.2,2488
792,67,2011,6,3,99.9,0,0,4.1,6.3,Bureau of Land Management,17.7,46.1,15.4,7.7,5,25.2,2480
793,67,2011,15,2,100,0,0,3.6,9.8,Bureau of Land Management,17.7,46.1,15.4,7.7,5,25.2,2438
794,67,2011,24,2,100,1,0,3.7,8.9,State,17.7,46.1,15.4,7.7,5,25.2,2436
795,67,2011,4,3,99.8,1,0,3.7,10.2,State,17.7,46.1,15.4,7.7,5,25.2,2423
796,67,2011,4,3,97.2,1,0,3.7,9.5,State,17.7,46.1,15.4,7.7,5,25.2,2407
797,67,2011,247,2,100,1,0,4.6,0.7,Bureau of Land Management,17.7,46.1,15.4,7.7,5,25.2,2465
798,67,2011,10,2,100,1,0,5.1,0.7,State,17.7,46.1,15.4,7.7,5,25.2,2456
799,67,2011,6,4,99.9,1,0,5.2,3.2,State,17.7,46.1,15.4,7.7,5,25.2,2454
800,67,2011,11,4,98,1,0,4.4,10.9,Bureau of Land Management,17.7,46.1,15.4,7.7,5,25.2,2349
801,67,2011,3,7,99.6,1,0,4.6,4.2,Bureau of Land Management,17.7,46.1,15.4,7.7,5,25.2,2182
802,67,2011,24,4,99.6,1,0,4,9.9,State,17.7,46.1,15.4,7.7,5,25.2,2416
803,67,2011,7,4,97.5,1,0,4.2,10.3,State,17.7,46.1,15.4,7.7,5,25.2,2454
804,67,2011,66,4,100,1,0,5.1,6.6,WGF Commission,17.7,46.1,15.4,7.7,5,25.2,2209
805,67,2011,11,6,94.8,1,0,5.4,8.2,WGF Commission,17.7,46.1,15.4,7.7,5,25.2,2253
806,67,2011,51,11,89.2,1,0,7.3,0.9,WGF Commission,17.7,46.1,15.4,7.7,5,25.2,2241
807,67,2011,4,7,75.1,1,0,5.7,14.3,WGF Commission,17.7,46.1,15.4,7.7,5,25.2,2307
808,67,2011,8,8,70,1,0,5.5,29.8,WGF Commission,17.7,46.1,15.4,7.7,5,25.2,2259
809,67,2011,21,7,78.4,1,0,5.7,12.6,WGF Commission,17.7,46.1,15.4,7.7,5,25.2,2308
810,67,2011,43,7,68.4,1,0,5.5,20.7,WGF Commission,17.7,46.1,15.4,7.7,5,25.2,2245
811,67,2011,29,6,76.6,1,0,1.4,2.3,WGF Commission,17.7,46.1,15.4,7.7,5,25.2,2185
812,67,2011,31,3,78.3,1,0,4.1,8.9,WGF Commission,17.7,46.1,15.4,7.7,5,25.2,2320
813,67,2011,45,4,66.2,1,0,4.4,10,WGF Commission,17.7,46.1,15.4,7.7,5,25.2,2344
814,67,2011,89,6,93.8,1,0,5,6.8,WGF Commission,17.7,46.1,15.4,7.7,5,25.2,2338
815,67,2011,37,6,91.3,1,0,5.1,8.6,WGF Commission,17.7,46.1,15.4,7.7,5,25.2,2324
816,67,2011,3,8,74.2,0,0,6.9,13.3,Forest Service,17.7,46.1,15.4,7.7,5,25.2,2483
817,67,2011,3,6,95.2,0,0,7.1,11.1,Forest Service,17.7,46.1,15.4,7.7,5,25.2,2421
818,67,2011,74,8,99.3,1,0,7.6,3.2,WGF Commission,17.7,46.1,15.4,7.7,5,25.2,2247
819,67,2011,4,11,68.5,1,0,7,9.9,WGF Commission,17.7,46.1,15.4,7.7,5,25.2,2269
820,67,2011,11,6,92.6,1,0,4.2,16.8,WGF Commission,17.7,46.1,15.4,7.7,5,25.2,2258
821,67,2011,10,4,41.7,0,0,1.9,17.4,Private,17.7,46.1,15.4,7.7,5,25.2,2298
822,67,2011,3,3,68,0,0,1.7,13.8,Private,17.7,46.1,15.4,7.7,5,25.2,2237
823,67,2011,18,4,99.3,1,0,3.2,7.1,WGF Commission,17.7,46.1,15.4,7.7,5,25.2,2303
824,67,2011,1,4,96.6,1,0,3.5,10.1,WGF Commission,17.7,46.1,15.4,7.7,5,25.2,2301
825,67,2011,2,3,70,1,0,3.7,11.3,WGF Commission,17.7,46.1,15.4,7.7,5,25.2,2493
826,67,2011,2,5,79.7,1,0,1.4,3.1,WGF Commission,17.7,46.1,15.4,7.7,5,25.2,2219
827,25,2011,5,8,69.7,0,0,3.4,11.6,Bureau of Land Management,0,0,0,1.5,5,38.9,2306
828,25,2011,11,7,64.8,0,0,1.4,8.8,Bureau of Land Management,0,0,0,1.5,5,38.9,2304
829,54,2012,27,7,83.2,0,0,0.8,11,Bureau of Land Management,2,10.1,3.4,3.1,1,35.3,2396
830,121,2012,3,8,54,0,0,1.7,4.7,Forest Service,2.9,8.4,2.8,2.1,1,60.6,2647
831,54,2012,7,7,84.7,0,0,3.1,9.5,Forest Service,2,10.1,3.4,3.1,1,35.3,2662
832,25,2012,400,1,100,0,0,4.8,4.2,State,0,0,0,1.5,1,22.2,2134
833,25,2012,4,3,99.1,0,0,4.7,10.1,Bureau of Land Management,0,0,0,1.5,1,22.2,2051
834,25,2012,53,1,100,0,0,4.9,4.8,Bureau of Land Management,0,0,0,1.5,1,22.2,2031
835,63,2012,34,3,99.8,0,0,3.3,3.6,Private,4.8,14,4.7,2.9,1,5.9,2169
836,63,2012,20,5,99.4,0,0,3.2,5.7,Private,4.8,14,4.7,2.9,1,5.9,2185
837,63,2012,3,7,95.8,0,0,3.4,10.2,Private,4.8,14,4.7,2.9,1,5.9,2132
838,63,2012,82,1,100,0,0,3.9,5,Private,4.8,14,4.7,2.9,1,5.9,1962
839,63,2012,383,3,82.3,0,0,4.6,7.6,Private,4.8,14,4.7,2.9,1,5.9,1986
840,59,2012,80,3,99.9,0,0,3.7,25.5,Private,1.55,10.9,3.6,3.1,1,13.3,2366
841,59,2012,6,3,99.9,0,0,3.9,26.9,Private,1.55,10.9,3.6,3.1,1,13.3,2336
842,59,2012,69,6,89.4,0,0,4,13.4,Private,1.55,10.9,3.6,3.1,1,13.3,2292
843,59,2012,38,5,99.9,0,0,3.6,9.8,Private,1.55,10.9,3.6,3.1,1,13.3,2177
844,59,2012,56,6,93.6,0,0,3.9,21.3,Private,1.55,10.9,3.6,3.1,1,13.3,2223
845,59,2012,67,6,86.5,0,0,4,13.7,Private,1.55,10.9,3.6,3.1,1,13.3,2289
846,59,2012,84,6,93.8,0,0,3.9,25.2,Private,1.55,10.9,3.6,3.1,1,13.3,2242
847,59,2012,10,5,92,0,0,4.4,7.8,Private,1.55,10.9,3.6,3.1,1,13.3,2300
848,59,2012,7,7,27.2,0,0,4.7,10.6,Forest Service,1.55,10.9,3.6,3.1,1,13.3,2379
849,59,2012,39,3,100,0,0,2.8,8,Forest Service,1.55,10.9,3.6,3.1,1,13.3,2189
850,54,2012,22,7,89.7,0,0,1.7,7.6,Private,2,10.1,3.4,3.1,1,35.3,2104
851,54,2012,125,4,99.5,0,0,4.1,6.9,Forest Service,2,10.1,3.4,3.1,1,35.3,2317
852,54,2012,76,10,82.9,0,0,3.9,7.8,Private,2,10.1,3.4,3.1,1,35.3,2111
853,54,2012,142,6,97.8,0,0,4.2,6.6,Forest Service,2,10.1,3.4,3.1,1,35.3,2304
854,54,2012,69,12,61.2,0,0,4.7,15.4,Private,2,10.1,3.4,3.1,1,35.3,2015
855,54,2012,31,10,42,1,0,3.2,14.4,Bureau of Land Management,2,10.1,3.4,3.1,1,35.3,2047
856,54,2012,15,11,32.7,0,0,4.5,10.3,Private,2,10.1,3.4,3.1,1,35.3,1952
857,54,2012,27,11,41.5,0,0,4.5,15.5,Private,2,10.1,3.4,3.1,1,35.3,1963
858,54,2012,57,5,21.9,0,0,1.7,11.8,Private,2,10.1,3.4,3.1,1,35.3,1876
859,54,2012,27,4,30.3,0,0,1,15.2,Private,2,10.1,3.4,3.1,1,35.3,1899
860,54,2012,11,4,95.3,0,0,1.5,23,Private,2,10.1,3.4,3.1,1,35.3,1818
861,54,2012,9,9,44.9,0,0,4,4,Private,2,10.1,3.4,3.1,1,35.3,1783
862,54,2012,94,4,96.4,0,0,1.8,11.7,State,2,10.1,3.4,3.1,1,35.3,1747
863,54,2012,11,5,96.3,0,0,2.8,20.4,State,2,10.1,3.4,3.1,1,35.3,1658
864,50,2012,65,4,57.3,0,0,2.1,5.9,Forest Service,11.65,27.4,9.1,0.8,1,54.1,1673
865,121,2012,9,7,99.8,0,0,3.2,13.4,Forest Service,2.9,8.4,2.8,2.1,1,60.6,2766
866,121,2012,4,7,59.8,0,0,4.6,17.5,Bureau of Land Management,2.9,8.4,2.8,2.1,1,60.6,2169
867,54,2012,27,3,98.4,0,0,1.4,12,Private,2,10.1,3.4,3.1,1,35.3,1914
868,121,2012,20,6,77.2,0,0,1.5,2.9,Private,2.9,8.4,2.8,2.1,1,60.6,1969
869,121,2012,50,6,93.6,0,0,1,3.6,Private,2.9,8.4,2.8,2.1,1,60.6,1978
870,121,2012,231,6,85.3,0,0,0.4,10.3,Forest Service,2.9,8.4,2.8,2.1,1,60.6,2107
871,121,2012,24,6,56,0,0,1.3,21.6,Forest Service,2.9,8.4,2.8,2.1,1,60.6,2190
872,99,2012,444,1,100,0,0,3.4,5.7,Bureau of Land Management,6,8,2.7,0.4,1,18.3,2309
873,50,2012,23,9,53.9,0,1,0.5,6.8,Private,11.65,27.4,9.1,0.8,1,54.1,1877
874,51,2012,4,5,50.8,2,0,9.3,15.5,Forest Service,4.35,26.1,8.7,1.3,1,32.7,2413
875,52,2012,58,9,81.4,2,0,2.1,7.7,Forest Service,3.8,14.8,4.9,4.5,1,38.6,2369
876,52,2012,42,6,85.7,2,0,2,21.1,Forest Service,3.8,14.8,4.9,4.5,1,38.6,2336
877,52,2012,324,5,80.8,0,0,2,23,Forest Service,3.8,14.8,4.9,4.5,1,38.6,2208
878,52,2012,18,5,52,0,0,1,16.4,Forest Service,3.8,14.8,4.9,4.5,1,38.6,2273
879,52,2012,27,7,90.2,0,0,0.5,11.8,Forest Service,3.8,14.8,4.9,4.5,1,38.6,2069
880,52,2012,56,8,78.2,0,0,0.4,14.8,Forest Service,3.8,14.8,4.9,4.5,1,38.6,2048
881,52,2012,22,6,96.2,0,0,0.8,9.7,Forest Service,3.8,14.8,4.9,4.5,1,38.6,2155
882,52,2012,19,5,49.9,0,0,3,28.5,Forest Service,3.8,14.8,4.9,4.5,1,38.6,2278
883,67,2012,413,5,93.3,1,0,2.7,14,WGF Commission,13.9,46.1,15.4,7.7,1,17.6,2318
884,67,2012,275,4,78.6,1,0,4.1,10.7,WGF Commission,13.9,46.1,15.4,7.7,1,17.6,2308
885,67,2012,21,6,99.3,1,0,4.4,14.4,Bureau of Land Management,13.9,46.1,15.4,7.7,1,17.6,2214
886,67,2012,127,6,92.4,1,0,4.9,5.8,WGF Commission,13.9,46.1,15.4,7.7,1,17.6,2342
887,67,2012,2,8,30.7,0,0,7.7,19.5,Forest Service,13.9,46.1,15.4,7.7,1,17.6,2548
888,67,2012,104,5,80,1,0,4.1,2.1,State,13.9,46.1,15.4,7.7,1,17.6,2333
889,67,2012,4,3,67.9,0,0,3,11,Bureau of Land Management,13.9,46.1,15.4,7.7,1,17.6,2706
890,67,2012,207,3,100,0,0,3.5,8.4,Bureau of Land Management,13.9,46.1,15.4,7.7,1,17.6,2342
891,67,2012,53,4,95.4,0,0,2.7,3.4,State,13.9,46.1,15.4,7.7,1,17.6,2387
892,67,2012,503,2,100,0,0,2.8,4.5,Private,13.9,46.1,15.4,7.7,1,17.6,2390
893,67,2012,3,5,86.3,0,0,3.6,21.1,Private,13.9,46.1,15.4,7.7,1,17.6,2438
894,67,2012,3,4,56.8,0,0,3.2,6.5,Private,13.9,46.1,15.4,7.7,1,17.6,2442
895,67,2012,1,9,58.6,0,0,0.7,3.7,Forest Service,13.9,46.1,15.4,7.7,1,17.6,2483
896,67,2012,7,4,73.7,0,0,1.4,18.1,Private,13.9,46.1,15.4,7.7,1,17.6,2513
897,67,2012,65,6,98.9,0,0,4.2,4.8,Bureau of Land Management,13.9,46.1,15.4,7.7,1,17.6,2388
898,54,2012,32,10,70,0,0,1.3,16.6,Private,2,10.1,3.4,3.1,1,35.3,1976
899,54,2012,30,5,90.4,0,0,2,23.5,Private,2,10.1,3.4,3.1,1,35.3,1755
900,54,2012,310,11,64.5,0,0,3.4,14.4,Private,2,10.1,3.4,3.1,1,35.3,2140
901,59,2012,4,7,47.2,0,0,7.4,10.7,Forest Service,1.55,10.9,3.6,3.1,2,13.3,2597
902,59,2012,163,5,98.5,0,0,3.9,15.9,Private,1.55,10.9,3.6,3.1,2,13.3,2234
903,59,2012,65,2,100,0,0,3.4,6.4,Private,1.55,10.9,3.6,3.1,2,13.3,2113
904,59,2012,231,4,98.4,0,0,3.9,10.1,Private,1.55,10.9,3.6,3.1,2,13.3,2193
905,59,2012,6,6,89.5,0,0,4.4,1.6,Forest Service,1.55,10.9,3.6,3.1,2,13.3,2320
906,59,2012,7,2,100,0,0,1.4,7.9,Private,1.55,10.9,3.6,3.1,2,13.3,2042
907,59,2012,13,2,100,0,0,2.3,22.1,Private,1.55,10.9,3.6,3.1,2,13.3,2149
908,59,2012,80,3,100,0,0,3,8.8,Forest Service,1.55,10.9,3.6,3.1,2,13.3,2189
909,63,2012,267,6,96.1,0,0,4.5,8.6,Private,4.8,14,4.7,2.9,2,5.9,2078
910,63,2012,281,3,98.9,0,0,3.2,7.2,Private,4.8,14,4.7,2.9,2,5.9,1993
911,63,2012,596,1,100,0,0,2.8,7.3,State,4.8,14,4.7,2.9,2,5.9,2014
912,121,2012,254,5,86.9,0,0,1.1,9,Forest Service,2.9,8.4,2.8,2.1,2,60.6,2094
913,121,2012,43,5,95,0,0,0.7,19.1,Forest Service,2.9,8.4,2.8,2.1,2,60.6,2035
914,121,2012,27,4,99.1,0,0,3.8,4.4,Bureau of Land Management,2.9,8.4,2.8,2.1,2,60.6,2037
915,121,2012,3,8,91.7,0,0,2.4,6,Forest Service,2.9,8.4,2.8,2.1,2,60.6,2605
916,25,2012,357,6,93.7,0,0,0.5,4.6,Bureau of Land Management,0,0,0,1.5,2,22.2,2106
917,121,2012,9,8,51.7,0,0,1.8,1.6,Forest Service,2.9,8.4,2.8,2.1,2,60.6,2651
918,99,2012,115,4,99.9,0,0,0.4,4.3,Bureau of Land Management,6,8,2.7,0.4,2,18.3,2357
919,99,2012,87,3,97.2,0,0,2.5,4.6,Bureau of Land Management,6,8,2.7,0.4,2,18.3,2206
920,99,2012,55,3,94,0,0,3.2,6.6,Bureau of Land Management,6,8,2.7,0.4,2,18.3,2219
921,99,2012,36,4,91.9,0,0,2.6,3.5,Bureau of Land Management,6,8,2.7,0.4,2,18.3,2203
922,99,2012,96,1,100,0,0,1.8,10.8,Bureau of Land Management,6,8,2.7,0.4,2,18.3,2300
923,99,2012,10,5,70.9,0,0,2,6.1,Bureau of Land Management,6,8,2.7,0.4,2,18.3,2493
924,99,2012,33,3,90.8,0,0,1.6,3.1,Bureau of Land Management,6,8,2.7,0.4,2,18.3,2337
925,52,2012,181,3,100,0,0,1.7,4.9,Forest Service,3.8,14.8,4.9,4.5,2,38.6,2417
926,52,2012,128,6,95.4,0,0,1.1,22.5,Forest Service,3.8,14.8,4.9,4.5,2,38.6,2248
927,52,2012,9,5,83.2,0,0,0.6,14.9,Forest Service,3.8,14.8,4.9,4.5,2,38.6,2166
928,52,2012,15,7,22,0,0,3.9,21.2,Forest Service,3.8,14.8,4.9,4.5,2,38.6,2623
929,52,2012,14,8,68.5,0,0,2.3,11.1,Forest Service,3.8,14.8,4.9,4.5,2,38.6,2325
930,52,2012,35,8,46.5,0,0,1,2.5,Forest Service,3.8,14.8,4.9,4.5,2,38.6,1866
931,52,2012,3,8,87,0,0,0.1,11.3,Forest Service,3.8,14.8,4.9,4.5,2,38.6,1985
932,52,2012,227,3,99.6,0,0,0.1,6.5,Forest Service,3.8,14.8,4.9,4.5,2,38.6,1979
933,52,2012,1,7,70.6,0,0,0.7,3,Forest Service,3.8,14.8,4.9,4.5,2,38.6,2189
934,50,2012,241,10,50.5,0,1,0.6,8.1,Private,11.65,27.4,9.1,0.8,2,54.1,1867
935,54,2012,61,10,86.8,0,0,3.7,13,Private,2,10.1,3.4,3.1,2,35.3,2125
936,54,2012,23,8,47.9,0,0,1.7,17.7,Private,2,10.1,3.4,3.1,2,35.3,1896
937,54,2012,19,11,44.9,0,0,0.9,13.7,Private,2,10.1,3.4,3.1,2,35.3,1905
938,54,2012,12,10,79.4,0,0,3.8,10.7,Private,2,10.1,3.4,3.1,2,35.3,2025
939,54,2012,26,10,48.3,0,0,4.5,12.8,Private,2,10.1,3.4,3.1,2,35.3,1991
940,54,2012,56,10,51.9,0,0,0.6,12.2,Private,2,10.1,3.4,3.1,2,35.3,1780
941,54,2012,7,8,58.7,0,0,1.4,11,Private,2,10.1,3.4,3.1,2,35.3,1906
942,54,2012,3,4,99.5,0,0,0.6,15,Private,2,10.1,3.4,3.1,2,35.3,2335
943,54,2012,8,8,56.8,0,0,3,15.1,State,2,10.1,3.4,3.1,2,35.3,2009
944,54,2012,7,10,71.2,0,0,3,7,Private,2,10.1,3.4,3.1,2,35.3,1977
945,54,2012,4,9,94,0,0,2.5,12.2,Private,2,10.1,3.4,3.1,2,35.3,2032
946,54,2012,16,6,72.7,0,0,3,1.3,Private,2,10.1,3.4,3.1,2,35.3,1920
947,54,2012,70,9,79.1,0,0,0.1,11.6,Private,2,10.1,3.4,3.1,2,35.3,1638
948,54,2012,4,3,99.6,0,0,1.3,3,Private,2,10.1,3.4,3.1,2,35.3,1601
949,54,2012,32,7,87.6,1,0,1.6,8.7,Bureau of Land Management,2,10.1,3.4,3.1,2,35.3,1379
950,54,2012,48,2,89.3,0,0,2.3,10.1,State,2,10.1,3.4,3.1,2,35.3,1841
951,54,2012,79,2,93.9,0,0,1.7,9.8,Private,2,10.1,3.4,3.1,2,35.3,1926
952,121,2012,19,9,80.2,0,0,2.8,13.4,Bureau of Land Management,2.9,8.4,2.8,2.1,2,60.6,2038
953,67,2012,115,4,81.5,1,0,1.6,20.6,WGF Commission,13.9,46.1,15.4,7.7,2,17.6,2211
954,67,2012,372,6,85,1,0,0.9,4.9,WGF Commission,13.9,46.1,15.4,7.7,2,17.6,2140
955,67,2012,1952,4,95.4,1,0,3.1,8.6,WGF Commission,13.9,46.1,15.4,7.7,2,17.6,2308
956,67,2012,634,3,100,1,0,4,19,WGF Commission,13.9,46.1,15.4,7.7,2,17.6,2381
957,54,2012,26,10,80.8,0,0,0.9,16.8,Private,2,10.1,3.4,3.1,3,35.3,2277
958,54,2012,5,7,91.2,0,0,0.3,4.3,Forest Service,2,10.1,3.4,3.1,3,35.3,2522
959,121,2012,12,10,93.7,0,0,0.5,11.6,Forest Service,2.9,8.4,2.8,2.1,3,60.6,2552
960,54,2012,7,9,59.5,0,0,2.1,9.1,Forest Service,2,10.1,3.4,3.1,3,35.3,2560
961,54,2012,11,7,84.2,0,0,2.3,6.8,State,2,10.1,3.4,3.1,3,35.3,2083
962,54,2012,2,7,92.6,0,0,1.6,3.7,Private,2,10.1,3.4,3.1,3,35.3,2154
963,54,2012,16,5,97.9,1,0,2.2,2.6,Bureau of Land Management,2,10.1,3.4,3.1,3,35.3,1335
964,54,2012,43,4,99.7,0,0,1.7,7.4,Private,2,10.1,3.4,3.1,3,35.3,1590
965,54,2012,8,9,91.6,0,0,0.3,14.1,Private,2,10.1,3.4,3.1,3,35.3,1642
966,54,2012,9,9,50.7,0,0,4.1,17.1,Private,2,10.1,3.4,3.1,3,35.3,1748
967,54,2012,3,9,50.4,0,0,4.2,17.4,Private,2,10.1,3.4,3.1,3,35.3,1749
968,54,2012,32,10,34.6,0,0,4.7,15.6,Private,2,10.1,3.4,3.1,3,35.3,1873
969,54,2012,3,10,42.3,0,0,3.7,29.3,Private,2,10.1,3.4,3.1,3,35.3,1842
970,54,2012,5,8,27.4,0,0,2.2,9.9,Private,2,10.1,3.4,3.1,3,35.3,1805
971,54,2012,40,5,96.6,0,0,2.9,20.4,State,2,10.1,3.4,3.1,3,35.3,1786
972,54,2012,5,7,59.1,0,0,2.4,33.7,State,2,10.1,3.4,3.1,3,35.3,1527
973,54,2012,4,5,23.9,1,0,3.2,4.5,Bureau of Land Management,2,10.1,3.4,3.1,3,35.3,1642
974,54,2012,297,6,35.4,0,0,3.9,14.3,Private,2,10.1,3.4,3.1,3,35.3,1757
975,54,2012,20,5,25.2,0,0,1,10.5,Private,2,10.1,3.4,3.1,3,35.3,1888
976,54,2012,8,10,33.1,0,0,0.6,6.6,Private,2,10.1,3.4,3.1,3,35.3,1875
977,54,2012,17,10,71.5,0,0,1.2,8.9,Private,2,10.1,3.4,3.1,3,35.3,1991
978,54,2012,17,6,21.6,0,0,1.7,10.2,Private,2,10.1,3.4,3.1,3,35.3,1876
979,54,2012,12,8,36.8,0,0,2.3,8.1,Private,2,10.1,3.4,3.1,3,35.3,1803
980,54,2012,9,9,36.2,0,0,2.2,7,Private,2,10.1,3.4,3.1,3,35.3,1808
981,54,2012,36,7,84.3,0,0,1.8,7,Private,2,10.1,3.4,3.1,3,35.3,2107
982,50,2012,91,9,57.5,0,1,0.4,11.9,Private,11.65,27.4,9.1,0.8,3,54.1,1878
983,50,2012,6,7,80.8,0,0,0.5,12.7,Forest Service,11.65,27.4,9.1,0.8,3,54.1,2003
984,51,2012,3,5,23.9,2,0,5,22.1,Forest Service,4.35,26.1,8.7,1.3,3,32.7,2394
985,51,2012,16,9,35.4,0,0,0.9,0.1,Forest Service,4.35,26.1,8.7,1.3,3,32.7,2305
986,52,2012,13,7,40.4,0,0,2.9,2.5,Forest Service,3.8,14.8,4.9,4.5,3,38.6,2316
987,52,2012,3,6,0.9,0,0,3.3,24.2,Forest Service,3.8,14.8,4.9,4.5,3,38.6,2510
988,52,2012,1,5,1.7,0,0,3.4,21.1,Forest Service,3.8,14.8,4.9,4.5,3,38.6,2521
989,52,2012,11,9,22.6,0,0,4.8,23.7,Forest Service,3.8,14.8,4.9,4.5,3,38.6,2424
990,52,2012,136,4,89.5,1,0,2.4,1.3,WGF Commission,3.8,14.8,4.9,4.5,3,38.6,2107
991,52,2012,8,6,5,0,0,4.7,28.9,Forest Service,3.8,14.8,4.9,4.5,3,38.6,2356
992,52,2012,20,8,37.5,0,0,5.2,11.7,Forest Service,3.8,14.8,4.9,4.5,3,38.6,2554
993,52,2012,13,5,67.8,0,0,2.4,21.8,Forest Service,3.8,14.8,4.9,4.5,3,38.6,2265
